21/11/2019;18:01:59;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:01:59.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:01:59;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:01:59.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:00;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:01:59.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:00;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:01:59.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:00;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:00.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:00;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:00.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:01;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:00.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:01;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:00.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:01;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:01.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:01;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:01.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:02;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:01.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:02;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:01.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:02;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:02.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:02;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:02.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:03;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:02.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:03;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:02.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:03;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:03.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:03;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:03.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:04;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:03.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:04;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:03.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:04;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:04.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:04;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:04.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:05;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:04.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:05;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:04.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:05;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:05.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:05;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:05.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:06;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:05.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:06;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:05.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:06;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:06.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:06;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:06.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:07;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:06.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:07;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:06.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:07;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:07.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:07;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:07.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:08;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:07.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:08;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:07.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:08;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:08.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:08;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:08.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:09;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:08.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:09;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:08.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:09;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:09.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:09;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:09.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:10;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:09.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:10;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:09.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:10;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:10.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:10;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:10.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:11;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:10.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:11;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:10.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:11;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:11.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:11;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:11.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:12;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:11.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:12;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:11.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:12;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:12.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:12;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:12.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:13;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:12.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:13;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:12.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:13;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:13.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:13;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:13.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:14;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:13.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:14;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:13.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:14;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:14.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:14;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:14.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:15;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:14.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:15;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:14.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:15;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:15.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:15;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:15.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:16;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:15.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:16;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:15.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:16;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:16.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:16;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:16.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:17;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:16.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:17;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:16.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:17;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:17.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:17;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:17.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:18;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:17.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:18;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:17.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:18;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:18.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:18;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:18.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:19;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:18.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:19;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:18.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:19;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:19.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:19;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:19.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:20;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:19.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:20;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:19.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:20;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:20.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:20;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:20.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:21;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:20.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:21;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:20.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:21;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:21.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:21;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:21.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:22;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:21.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:22;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:21.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:22;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:22.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:22;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:22.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:23;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:22.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:23;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:22.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:23;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:23.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:23;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:23.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:24;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:23.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:24;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:23.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:24;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:24.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:24;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:24.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:25;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:24.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:25;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:24.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:25;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:25.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:25;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:25.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:26;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:25.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:26;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:25.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:26;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:26.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:26;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:26.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:27;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:26.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:27;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:26.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:27;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:27.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:27;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:27.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:28;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:27.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:28;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:27.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:28;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:28.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:28;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:28.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:29;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:28.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:29;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:28.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:29;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:29.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:29;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:29.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
